Well,Omit,Sample,Target,Task,Dyes,Cq,Cq Conf,Amp Score,Amp Status,Annotated,Threshold,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Tm4,Curve Quality,Result Quality Issues
A11,FALSE,Sample 1,Target 4,Unknown,SYBR,32.98806851,0.9890064022297106,1.4775331998777834,Amp,FALSE,0.32673058155855583,3,27,81.22782135009766,73.09778594970703,84.61534118652344,,,
A12,FALSE,Sample 1,Target 4,Unknown,SYBR,32.74196747987776,0.9883421082219126,1.4667173516622836,Amp,FALSE,0.32673058155855583,3,27,73.09778594970703,80.55032348632812,75.58197021484375,,,
A13,FALSE,Sample 1,Target 5,Unknown,SYBR,25.296069488025196,0.9955822577716884,1.4097913409851415,Amp,FALSE,0.075412726,3,21,81.45106506347656,62.823638916015625,73.66141510009766,,,
A14,FALSE,Sample 1,Target 5,Unknown,SYBR,25.255063128933706,0.9873670823132946,1.4122482005930825,Amp,FALSE,0.075412726,3,22,81.56396484,73.77430725097656,62.59785079956055,,,
A15,FALSE,Sample 1,Target 5,Unknown,SYBR,25.369358156666863,0.9938569389267201,1.3897428539444099,Amp,FALSE,0.075412726,3,21,81.11238861083984,73.32273864746094,62.25917053222656,,,
A16,FALSE,Sample 1,Target 6,Unknown,SYBR,36.99447318,0.9564976291477102,1.1468973180808415,Amp,FALSE,0.1664498241973071,3,29,71.06486511230469,84.16051483154297,65.64597321,,,
A17,FALSE,Sample 1,Target 6,Unknown,SYBR,32.69801066043206,0.9915120230773262,1.4602511483097145,Amp,FALSE,0.1664498241973071,3,27,70.15761566,76.92876434326172,79.29866027832031,73.43033599853516,,
A18,FALSE,Sample 1,Target 6,Unknown,SYBR,33.34574584596247,0.9872687997296926,1.4577975378469163,Amp,FALSE,0.1664498241973071,3,29,70.04476165771484,77.60588073730469,83.58705139160156,,,
A19,FALSE,Sample 1,Target 7,Unknown,SYBR,28.802316869769392,0.9888139995084444,1.4876455745239632,Amp,FALSE,0.2680281015990721,3,22,80.42718505859375,,,,,
A20,FALSE,Sample 1,Target 7,Unknown,SYBR,28.817054899616778,0.9912606141190261,1.500104379490869,Amp,FALSE,0.2680281015990721,3,22,80.42718505859375,,,,,
A21,FALSE,Sample 1,Target 7,Unknown,SYBR,28.846318714187248,0.9906101896056594,1.5029683609066775,Amp,FALSE,0.2680281015990721,3,23,81.33808898925781,,,,,
A22,FALSE,Sample 1,Target 8,Unknown,FAM-NFQ-MGB,29.90181012030542,0.989409635,1.6389294227818851,Amp,FALSE,0.20640250903060808,3,24,88.56347656,77.16090393066406,81.56388092041016,68.35495758,,
A23,FALSE,Sample 1,Target 8,Unknown,FAM-NFQ-MGB,30.85192025405859,0.9877894556962842,1.395568678608494,Amp,FALSE,0.20640250903060808,3,26,72.75793457,68.12916564941406,64.96805572509766,61.80694580078125,,
A24,FALSE,Sample 1,Target 8,Unknown,FAM-NFQ-MGB,29.942042343395357,0.9910369090463889,1.5728743535974328,Amp,FALSE,0.20640250903060808,3,25,82.57994842529297,65.75833129882812,70.38710021972656,79.64463806152344,,
B1,FALSE,Sample 2,Target 1,Unknown,SYBR,18.03412415751182,0.9800942422024032,1.4688284614826759,Amp,FALSE,0.30957770870421714,3,12,77.95525360107422,,,,,
B2,FALSE,Sample 2,Target 1,Unknown,SYBR,17.940826851341562,0.9839187226226604,1.4812603848938966,Amp,FALSE,0.30957770870421714,3,12,78.06817626953125,,,,,
B3,FALSE,Sample 2,Target 1,Unknown,SYBR,18.181254415803863,0.9879315845522885,1.4805129367390955,Amp,FALSE,0.30957770870421714,3,11,78.06817626953125,,,,,
B4,FALSE,Sample 2,Target 2,Unknown,SYBR,22.83505428076677,0.9902019783293535,1.490162664207564,Amp,FALSE,0.33824012433865935,3,17,72.98664093017578,,,,,
B5,FALSE,Sample 2,Target 2,Unknown,SYBR,22.978700903469587,0.9895908581747497,1.487806765261779,Amp,FALSE,0.33824012433865935,3,17,73.09194946289062,,,,,
B6,FALSE,Sample 2,Target 2,Unknown,SYBR,23.04174657456084,0.9819473264018569,1.4818288130851145,Amp,FALSE,0.33824012433865935,3,17,72.86622619628906,,,,,
B7,FALSE,Sample 2,Target 3,Unknown,SYBR,29.242397267428338,0.9921703652706401,1.4380145565938671,Amp,FALSE,0.085564811,3,24,81.33071899414062,76.59060668945312,70.94760895,,,
B8,FALSE,Sample 2,Target 3,Unknown,SYBR,27.392255094161655,0.9856314770911391,1.4940532652688454,Amp,FALSE,0.085564811,3,22,82.00787353515625,84.71651458740234,77.26776123046875,64.17601776123047,,
B9,FALSE,Sample 2,Target 3,Unknown,SYBR,28.56067384068968,0.7570704620001757,1.4678712561992484,Amp,FALSE,0.085564811,3,24,81.90532684326172,76.93697357177734,63.83858108520508,84.84117126464844,,
B10,FALSE,Sample 2,Target 4,Unknown,SYBR,34.91607802046306,0.9801667314653465,1.4791193837641345,Amp,FALSE,0.32673058155855583,3,28,80.09864807128906,73.09778594970703,,,,
B11,FALSE,Sample 2,Target 4,Unknown,SYBR,34.792116813814346,0.9717439627973629,1.4847743855745141,Amp,FALSE,0.32673058155855583,3,27,73.21070861816406,81.79241180419922,76.93697357177734,,,
B12,FALSE,Sample 2,Target 4,Unknown,SYBR,35.32234397539635,0.9751991216321815,1.4709034325296269,Amp,FALSE,0.32673058155855583,3,28,73.09778594970703,81.79241180419922,,,,
B13,FALSE,Sample 2,Target 5,Unknown,SYBR,27.586486191433323,0.9832452051541428,1.3947369690393474,Amp,FALSE,0.075412726,3,24,73.88720703,81.90264129638672,62.71074295043945,,,
B14,FALSE,Sample 2,Target 5,Unknown,SYBR,27.278555986850556,0.9882629201202526,1.3910702346134722,Amp,FALSE,0.075412726,3,23,73.66141510009766,81.11238861083984,,,,
B15,FALSE,Sample 2,Target 5,Unknown,SYBR,27.27586432,0.9929729453299836,1.3956944057267153,Amp,FALSE,0.075412726,3,23,73.77430725097656,81.11238861083984,62.48495864868164,,,
B16,FALSE,Sample 2,Target 6,Unknown,SYBR,34.44840792402506,0.989305637,1.3755441264551922,Amp,FALSE,0.1664498241973071,3,30,70.72618103027344,84.72498321533203,,,,
B17,FALSE,Sample 2,Target 6,Unknown,SYBR,33.89599571,0.989554636,1.4692015294920406,Amp,FALSE,0.1664498241973071,3,29,84.03846740722656,80.08863067626953,,,,
B18,FALSE,Sample 2,Target 6,Unknown,SYBR,33.643706641985034,0.9900962082844805,1.4738415383053418,Amp,FALSE,0.1664498241973071,3,28,75.34883117675781,,,,,
B19,FALSE,Sample 2,Target 7,Unknown,SYBR,30.97613441355565,0.9919545134375586,1.4910926528874802,Amp,FALSE,0.2680281015990721,3,26,81.21715545654297,,,,,
B20,FALSE,Sample 2,Target 7,Unknown,SYBR,31.152329668069093,0.9895513694777924,1.480929143,Amp,FALSE,0.2680281015990721,3,25,80.87860107421875,78.84725189208984,63.95073318481445,,,
B21,FALSE,Sample 2,Target 7,Unknown,SYBR,31.590229152121026,0.9906809096098359,1.490289557200589,Amp,FALSE,0.2680281015990721,3,26,80.66070556640625,,,,,
B22,FALSE,Sample 2,Target 8,Unknown,FAM-NFQ-MGB,30.470252618154966,0.9924907141390349,1.5968441656889663,Amp,FALSE,0.20640250903060808,3,26,89.91824340820312,77.49959564208984,83.14443207,80.09622192382812,,
B23,FALSE,Sample 2,Target 8,Unknown,FAM-NFQ-MGB,30.651130017868468,0.9910217704712014,1.5425927039012708,Amp,FALSE,0.20640250903060808,3,25,79.53173828,65.53253936767578,83.03153991699219,62.371429443359375,,
B24,FALSE,Sample 2,Target 8,Unknown,FAM-NFQ-MGB,30.78637865238136,0.984514367,1.590377248243871,Amp,FALSE,0.20640250903060808,3,26,78.74146270751953,92.06327819824219,87.54740905761719,82.24125671386719,,
C1,FALSE,Sample 3,Target 1,Unknown,SYBR,16.677088016927414,0.9815296299913533,1.4851775088255583,Amp,FALSE,0.30957770870421714,3,11,78.06817626953125,,,,,
C2,FALSE,Sample 3,Target 1,Unknown,SYBR,16.760759893158593,0.9761866950678549,1.4837648950821547,Amp,FALSE,0.30957770870421714,3,12,78.51986694335938,,,,,
C3,FALSE,Sample 3,Target 1,Unknown,SYBR,17.517854679174242,0.9808271293924617,1.4790783274491972,Amp,FALSE,0.30957770870421714,3,11,77.95525360107422,,,,,
C4,FALSE,Sample 3,Target 2,Unknown,SYBR,21.61917806508574,0.98987603,1.4979851986336024,Amp,FALSE,0.33824012433865935,3,16,72.98664093017578,,,,,
C5,FALSE,Sample 3,Target 2,Unknown,SYBR,21.708911301636228,0.9833483461349906,1.4967741733404483,Amp,FALSE,0.33824012433865935,3,16,72.97908782958984,,,,,
C6,FALSE,Sample 3,Target 2,Unknown,SYBR,21.60547769648924,0.9841555512875766,1.5014565545918845,Amp,FALSE,0.33824012433865935,3,15,73.09194946289062,,,,,
C7,FALSE,Sample 3,Target 3,Unknown,SYBR,25.565800740628113,0.9885516965169319,1.5118346788734902,Amp,FALSE,0.085564811,3,21,81.66929626464844,77.04203796386719,64.06315612792969,,,
C8,FALSE,Sample 3,Target 3,Unknown,SYBR,26.46589819518499,0.989409833,1.491726160740761,Amp,FALSE,0.085564811,3,22,81.10499572753906,76.70346069335938,63.83743667602539,,,
C9,FALSE,Sample 3,Target 3,Unknown,SYBR,25.88911596363333,0.9850159253224697,1.5047003868096107,Amp,FALSE,0.085564811,3,22,81.67948913574219,76.93697357177734,64.17733764648438,,,
C10,FALSE,Sample 3,Target 4,Unknown,SYBR,32.44035421444363,0.9758557631122736,1.4877512703728348,Amp,FALSE,0.32673058155855583,3,26,78.06614685058594,72.98487091064453,,,,
C11,FALSE,Sample 3,Target 4,Unknown,SYBR,31.843266243446976,0.9834629369034454,1.4906185444947886,Amp,FALSE,0.32673058155855583,3,25,78.17906188964844,72.98487091064453,,,,
C12,FALSE,Sample 3,Target 4,Unknown,SYBR,32.28778071513135,0.9807352571685946,1.464132305846643,Amp,FALSE,0.32673058155855583,3,26,77.95322418,72.87195587158203,,,,
C13,FALSE,Sample 3,Target 5,Unknown,SYBR,24.62070216442155,0.9874027619210072,1.422210839526778,Amp,FALSE,0.075412726,3,20,81.78974914550781,73.66141510009766,63.6138916,84.16051483154297,,
C14,FALSE,Sample 3,Target 5,Unknown,SYBR,24.57411515575221,0.9946589780833247,1.415354285692305,Amp,FALSE,0.075412726,3,21,81.45106506347656,73.54852294921875,84.16051483154297,,,
C15,FALSE,Sample 3,Target 5,Unknown,SYBR,24.727969301196453,0.994228152,1.4146496467883334,Amp,FALSE,0.075412726,3,20,81.33817291259766,63.6138916,84.04762268066406,73.43563079833984,,
C16,FALSE,Sample 3,Target 6,Unknown,SYBR,31.43229947406777,0.9871997312580059,1.4518583709134496,Amp,FALSE,0.1664498241973071,3,24,70.04882049560547,83.59604645,75.35482025146484,80.54792022705078,,
C17,FALSE,Sample 3,Target 6,Unknown,SYBR,31.407367178426718,0.9892023441243535,1.4388286704656246,Amp,FALSE,0.1664498241973071,3,26,70.04476165771484,80.42718505859375,77.49302673339844,,,
C18,FALSE,Sample 3,Target 6,Unknown,SYBR,32.21797670267921,0.985718193,1.440731581095353,Amp,FALSE,0.1664498241973071,3,27,70.04476165771484,77.26731872558594,,,,
C19,FALSE,Sample 3,Target 7,Unknown,SYBR,28.92856564058097,0.984207467,1.4688599322613751,Amp,FALSE,0.2680281015990721,3,24,80.99144744873047,,,,,
C20,FALSE,Sample 3,Target 7,Unknown,SYBR,28.404197601243375,0.988989272,1.4971768663222291,Amp,FALSE,0.2680281015990721,3,22,80.99144744873047,,,,,
C21,FALSE,Sample 3,Target 7,Unknown,SYBR,28.488607259198822,0.9867200483977444,1.500518491233035,Amp,FALSE,0.2680281015990721,3,21,80.8864975,,,,,
C22,FALSE,Sample 3,Target 8,Unknown,FAM-NFQ-MGB,33.135820783861945,0.9884771497565911,1.507157811079598,Amp,FALSE,0.20640250903060808,3,27,81.78967285,90.82141113,86.19264221191406,78.28987121582031,,
C23,FALSE,Sample 3,Target 8,Unknown,FAM-NFQ-MGB,32.685542380531444,0.9892958507578072,1.5520138106451706,Amp,FALSE,0.20640250903060808,3,27,91.72458649,85.85395812988281,89.24085998535156,93.98252868652344,,
C24,FALSE,Sample 3,Target 8,Unknown,FAM-NFQ-MGB,32.45123938806789,0.9844386053788603,1.479589303618434,Amp,FALSE,0.20640250903060808,3,28,85.17657470703125,89.46665192,87.43450927734375,80.20912170410156,,
D1,FALSE,Sample 4,Target 1,Unknown,SYBR,17.977151264079026,0.9933358161088154,1.4868114711297231,Amp,FALSE,0.30957770870421714,3,12,78.06817626953125,,,,,
D2,FALSE,Sample 4,Target 1,Unknown,SYBR,18.273564690063765,0.9861664700928093,1.4820743128744347,Amp,FALSE,0.30957770870421714,3,12,77.95525360107422,,,,,
D3,FALSE,Sample 4,Target 1,Unknown,SYBR,18.433852883458165,0.9712251600317037,1.4726288225481057,Amp,FALSE,0.30957770870421714,3,13,77.95525360107422,,,,,
D4,FALSE,Sample 4,Target 2,Unknown,SYBR,22.772995782693364,0.9843142189936188,1.4981110172310863,Amp,FALSE,0.33824012433865935,3,17,72.98664093017578,,,,,
D5,FALSE,Sample 4,Target 2,Unknown,SYBR,22.81082315642786,0.9888638978514159,1.4987854115065615,Amp,FALSE,0.33824012433865935,3,17,72.97908782958984,,,,,
D6,FALSE,Sample 4,Target 2,Unknown,SYBR,22.643965334297135,0.9864102927881824,1.5007871358852591,Amp,FALSE,0.33824012433865935,3,17,72.97908782958984,,,,,
D7,FALSE,Sample 4,Target 3,Unknown,SYBR,25.55407072026822,0.9883921086708145,1.5161289640067421,Amp,FALSE,0.085564811,3,22,80.87928009033203,63.611717224121094,,,,
D8,FALSE,Sample 4,Target 3,Unknown,SYBR,25.324250026059616,0.9905043709360692,1.5059866667003732,Amp,FALSE,0.085564811,3,21,80.76641845703125,63.83743667602539,84.37792969,,,
D9,FALSE,Sample 4,Target 3,Unknown,SYBR,25.71774828155658,0.9942058362482366,1.5233221118009794,Amp,FALSE,0.085564811,3,22,80.88906860351562,76.71113586425781,63.61274719238281,,,
D10,FALSE,Sample 4,Target 4,Unknown,SYBR,30.285943333785106,0.9863443016905139,1.488412138178937,Amp,FALSE,0.32673058155855583,3,24,78.06614685058594,73.09778594970703,,,,
D11,FALSE,Sample 4,Target 4,Unknown,SYBR,30.235032685591257,0.9901855197410996,1.4885993688572006,Amp,FALSE,0.32673058155855583,3,24,78.06614685058594,,,,,
D12,FALSE,Sample 4,Target 4,Unknown,SYBR,30.20728750216729,0.9831697480111021,1.488230423335866,Amp,FALSE,0.32673058155855583,3,25,78.17906188964844,73.09778594970703,,,,
D13,FALSE,Sample 4,Target 5,Unknown,SYBR,27.491612621838634,0.6585245462265866,1.36959582,Amp,FALSE,0.075412726,3,24,77.38690185546875,80.88660430908203,73.43563079833984,,,
D14,FALSE,Sample 4,Target 5,Unknown,SYBR,25.503092111417963,0.9932104987319615,1.415167883921943,Amp,FALSE,0.075412726,3,22,77.61268615722656,81.22528076171875,73.66141510009766,62.93653106689453,,
D15,FALSE,Sample 4,Target 5,Unknown,SYBR,25.769306684405592,0.9928678850665233,1.4145353817322341,Amp,FALSE,0.075412726,3,21,77.61268615722656,81.11238861083984,73.66141510009766,63.04942321777344,,
D16,FALSE,Sample 4,Target 6,Unknown,SYBR,30.193630822909192,0.9918295062788826,1.4971056611194153,Amp,FALSE,0.1664498241973071,3,26,80.66081237792969,77.95137023925781,75.46771240234375,69.71014404296875,,
D17,FALSE,Sample 4,Target 6,Unknown,SYBR,29.99277083267703,0.9929303544557533,1.4826891495922594,Amp,FALSE,0.1664498241973071,3,25,77.94443512,71.28614044189453,,,,
D18,FALSE,Sample 4,Target 6,Unknown,SYBR,30.373767055902796,0.99318116,1.4834278718608254,Amp,FALSE,0.1664498241973071,3,26,79.86292266845703,70.15761566,,,,
D19,FALSE,Sample 4,Target 7,Unknown,SYBR,29.654474496551103,0.9916980656449169,1.4827683103769258,Amp,FALSE,0.2680281015990721,3,24,81.10430145263672,,,,,
D20,FALSE,Sample 4,Target 7,Unknown,SYBR,29.863723613221055,0.9905470528004657,1.4985885852985221,Amp,FALSE,0.2680281015990721,3,24,79.97577667236328,,,,,
D21,FALSE,Sample 4,Target 7,Unknown,SYBR,29.592272093734714,0.9385123144077963,1.4952642259941442,Amp,FALSE,0.2680281015990721,3,25,80.66070556640625,,,,,
D22,FALSE,Sample 4,Target 8,Unknown,FAM-NFQ-MGB,35.96388414372893,0.9054094584487119,1.1765608630995215,No Amp,FALSE,0.20640250903060808,3,28,92.17617797851562,89.12796020507812,83.82181549072266,81.56388092041016,,
D23,FALSE,Sample 4,Target 8,Unknown,FAM-NFQ-MGB,35.182887857510416,0.9445512503626161,1.2715039855755077,Amp,FALSE,0.20640250903060808,3,28,78.96725463867188,92.74066162109375,82.69284821,63.27460479736328,,
D24,FALSE,Sample 4,Target 8,Unknown,FAM-NFQ-MGB,34.75332187489714,0.9388108523833381,1.3037807956494434,Amp,FALSE,0.20640250903060808,3,28,92.17617797851562,84.16050720214844,80.8864975,71.51606750488281,,
E1,FALSE,Sample 5,Target 1,Unknown,SYBR,17.950534692910352,0.9899301386485349,1.4663202715196582,Amp,FALSE,0.30957770870421714,3,12,77.95525360107422,,,,,
E2,FALSE,Sample 5,Target 1,Unknown,SYBR,17.48250446,0.9884486534908425,1.497033028612822,Amp,FALSE,0.30957770870421714,3,11,78.63278961,,,,,
E3,FALSE,Sample 5,Target 1,Unknown,SYBR,18.154205380945648,0.9841886032154701,1.4692005077930745,Amp,FALSE,0.30957770870421714,3,13,78.06817626953125,,,,,
E4,FALSE,Sample 5,Target 2,Unknown,SYBR,22.617598693581662,0.988451584,1.5035508066530472,Amp,FALSE,0.33824012433865935,3,17,72.98664093017578,,,,,
E5,FALSE,Sample 5,Target 2,Unknown,SYBR,22.576351044740065,0.9881313518231237,1.5014682086576576,Amp,FALSE,0.33824012433865935,3,16,72.97908782958984,,,,,
E6,FALSE,Sample 5,Target 2,Unknown,SYBR,22.62409557355184,0.988688163,1.5057591158309325,Amp,FALSE,0.33824012433865935,3,16,73.09194946289062,,,,,
E7,FALSE,Sample 5,Target 3,Unknown,SYBR,26.345284177401155,0.99368956,1.500599357671702,Amp,FALSE,0.085564811,3,22,84.60365295410156,81.66929626464844,64.62745666503906,76.81632232666016,,
E8,FALSE,Sample 5,Target 3,Unknown,SYBR,26.459741840741984,0.9922141598536866,1.4991975815006393,Amp,FALSE,0.085564811,3,22,76.81632232666016,81.78215789794922,84.60365295410156,64.17601776123047,,
E9,FALSE,Sample 5,Target 3,Unknown,SYBR,26.746791550715372,0.9915412624087937,1.5093816870535235,Amp,FALSE,0.085564811,3,22,81.90532684326172,76.93697357177734,64.29025268554688,84.61534118652344,,
E10,FALSE,Sample 5,Target 4,Unknown,SYBR,33.69544160399039,0.9862337199298188,1.4988604268708605,Amp,FALSE,0.32673058155855583,3,27,73.09778594970703,81.34074401855469,83.93783569335938,78.96948242,,
E11,FALSE,Sample 5,Target 4,Unknown,SYBR,33.7100567,0.9839799801690993,1.4945967100462136,Amp,FALSE,0.32673058155855583,3,27,80.88906860351562,73.21070861816406,,,,
E12,FALSE,Sample 5,Target 4,Unknown,SYBR,36.49547488048471,0.9813843421434336,1.3568559553668011,Amp,FALSE,0.32673058155855583,3,30,81.11490631103516,,,,,
E13,FALSE,Sample 5,Target 5,Unknown,SYBR,27.41951009,0.9911717090044617,1.3986649452459414,Amp,FALSE,0.075412726,3,23,81.45106506347656,73.54852294921875,,,,
E14,FALSE,Sample 5,Target 5,Unknown,SYBR,26.824863052337705,0.9933601704607922,1.395186760464975,Amp,FALSE,0.075412726,3,23,73.66141510009766,81.90264129638672,,,,
E15,FALSE,Sample 5,Target 5,Unknown,SYBR,26.919877557378058,0.9898574780864063,1.3870368267801283,Amp,FALSE,0.075412726,3,23,73.66141510009766,81.22528076171875,,,,
E16,FALSE,Sample 5,Target 6,Unknown,SYBR,33.62006056573685,0.9896700866370207,1.4581037503488365,Amp,FALSE,0.1664498241973071,3,28,81.78974914550781,78.06426239013672,72.53247833251953,,,
E17,FALSE,Sample 5,Target 6,Unknown,SYBR,34.29190809252188,0.9832538120187531,1.4464603456732759,Amp,FALSE,0.1664498241973071,3,29,84.03846740722656,69.81906127929688,76.92876434326172,,,
E18,FALSE,Sample 5,Target 6,Unknown,SYBR,34.83417215288911,0.9851989638405925,1.3610933947159614,Amp,FALSE,0.1664498241973071,3,29,79.29866027832031,69.93191528320312,,,,
E19,FALSE,Sample 5,Target 7,Unknown,SYBR,30.83106078719333,0.9908216178027391,1.4768512343143037,Amp,FALSE,0.2680281015990721,3,23,80.99144744873047,,,,,
E20,FALSE,Sample 5,Target 7,Unknown,SYBR,30.99235344511475,0.9927432831816997,1.4873024774450994,Amp,FALSE,0.2680281015990721,3,25,80.31433105,,,,,
E21,FALSE,Sample 5,Target 7,Unknown,SYBR,30.967411302211552,0.9928550329714573,1.497801910358314,Amp,FALSE,0.2680281015990721,3,25,81.33808898925781,,,,,
E22,FALSE,Sample 5,Target 8,Unknown,FAM-NFQ-MGB,30.32539006230607,0.9915852357607563,1.6298240718241928,Amp,FALSE,0.20640250903060808,3,24,91.72458649,86.98292541503906,84.04760742,78.40277099609375,,
E23,FALSE,Sample 5,Target 8,Unknown,FAM-NFQ-MGB,29.99572601479852,0.9935769107100814,1.630913066901511,Amp,FALSE,0.20640250903060808,3,24,85.74105834960938,75.69325256347656,70.38710021972656,89.57954406738281,,
E24,FALSE,Sample 5,Target 8,Unknown,FAM-NFQ-MGB,30.399821254923708,0.9928086715314686,1.6134070728862084,Amp,FALSE,0.20640250903060808,3,25,85.96685791015625,77.72538757324219,81.78967285,93.0793457,,
F1,FALSE,Sample 6,Target 1,Unknown,SYBR,17.073097989644296,0.9831207277576335,1.4657057388230095,Amp,FALSE,0.30957770870421714,3,12,77.84233093261719,,,,,
F2,FALSE,Sample 6,Target 1,Unknown,SYBR,17.007910383793593,0.984363517,1.4757938518454048,Amp,FALSE,0.30957770870421714,3,11,77.95525360107422,,,,,
F3,FALSE,Sample 6,Target 1,Unknown,SYBR,17.382897706094866,0.9871122765386339,1.4851169300088523,Amp,FALSE,0.30957770870421714,3,12,78.06817626953125,,,,,
F4,FALSE,Sample 6,Target 2,Unknown,SYBR,21.718793266430787,0.9878550174511656,1.5046338810200832,Amp,FALSE,0.33824012433865935,3,15,72.98664093017578,,,,,
F5,FALSE,Sample 6,Target 2,Unknown,SYBR,21.580448447415478,0.9870380470115977,1.499630889076184,Amp,FALSE,0.33824012433865935,3,15,72.97908782958984,,,,,
F6,FALSE,Sample 6,Target 2,Unknown,SYBR,21.881904028839422,0.9876506538438878,1.4817681513645722,Amp,FALSE,0.33824012433865935,3,14,72.97908782958984,,,,,
F7,FALSE,Sample 6,Target 3,Unknown,SYBR,26.884196074059325,0.9724484037669106,1.3987231570304441,Amp,FALSE,0.085564811,3,23,81.66929626464844,76.70346069335938,63.83743667602539,,,
F8,FALSE,Sample 6,Target 3,Unknown,SYBR,26.57041459741854,0.9868039153395342,1.4797783708750407,Amp,FALSE,0.085564811,3,22,81.66929626464844,76.59060668945312,64.06315612792969,,,
F9,FALSE,Sample 6,Target 3,Unknown,SYBR,31.830759440158694,0.853030955,1.215791494907539,Amp,FALSE,0.085564811,3,26,81.00199127197266,76.59822082519531,70.83944702148438,63.16107940673828,,
F10,FALSE,Sample 6,Target 4,Unknown,SYBR,33.55025685345554,0.9816118987385885,1.4842623855139965,Amp,FALSE,0.32673058155855583,3,28,81.34074401855469,72.98487091064453,,,,
F11,FALSE,Sample 6,Target 4,Unknown,SYBR,33.770403296001504,0.9824784668805516,1.4815920026466065,Amp,FALSE,0.32673058155855583,3,27,73.09778594970703,81.34074401855469,78.29197692871094,,,
F12,FALSE,Sample 6,Target 4,Unknown,SYBR,33.345802706424266,0.9808275220115257,1.4746843470585007,Amp,FALSE,0.32673058155855583,3,28,73.09778594970703,81.11490631103516,77.95322418,,,
F13,FALSE,Sample 6,Target 5,Unknown,SYBR,25.664711236129385,0.9913918032821671,1.4085833183749559,Amp,FALSE,0.075412726,3,21,81.56396484,73.66141510009766,,,,
F14,FALSE,Sample 6,Target 5,Unknown,SYBR,25.702585892957956,0.9903885271114697,1.4003099563116594,Amp,FALSE,0.075412726,3,21,81.45106506347656,73.66141510009766,84.38629913330078,,,
F15,FALSE,Sample 6,Target 5,Unknown,SYBR,25.86135460752839,0.9658686123292787,1.4062904188075525,Amp,FALSE,0.075412726,3,22,73.66141510009766,81.56396484,84.27340698242188,,,
F16,FALSE,Sample 6,Target 6,Unknown,SYBR,32.70795075040819,0.9890470315605745,1.4551522989379977,Amp,FALSE,0.1664498241973071,3,27,70.04882049560547,81.33817291259766,78.06426239013672,,,
F17,FALSE,Sample 6,Target 6,Unknown,SYBR,33.29715771827149,0.985751917,1.448758766320988,Amp,FALSE,0.1664498241973071,3,28,70.15761566,80.42718505859375,83.92561340332031,75.34883117675781,,
F18,FALSE,Sample 6,Target 6,Unknown,SYBR,33.728641140728925,0.9675748349710369,1.4270649827990816,Amp,FALSE,0.1664498241973071,3,28,75.80023956298828,81.78141784667969,69.93191528320312,,,
F19,FALSE,Sample 6,Target 7,Unknown,SYBR,30.32512472933717,0.9872158011058308,1.4641050744351507,Amp,FALSE,0.2680281015990721,3,24,63.04791259765625,81.33000946044922,72.07611083984375,92.50239562988281,,
F20,FALSE,Sample 6,Target 7,Unknown,SYBR,29.596504499638563,0.9760183321869098,1.4778693862722447,Amp,FALSE,0.2680281015990721,3,25,80.42718505859375,,,,,
